CALL_ID,C_DAY,C_MONTH,C_YEAR,C_HOUR,C_MINUTE,SERVICE_NUMBER#,QUEUE,ADMIN_STATUS,OPERATION_STATUS,ACCOUNT_ID#,Language_chosen,CALLTYPE
441082899,4,August,2021,13,11,237669033,Other,enabled,down,117220000046713045,Arabic,Technical
446603258,23,August,2021,21,47,683222986,Other,enabled,down,115532230006587534,Arabic,Technical
538880825,5,June,2022,13,37,932012435,Other,,,111410000036784782,Other,Technical
533285809,20,May,2022,22,25,554500584,Other,,,113780000036121492,Arabic,Sales
420916850,13,June,2021,20,13,553281007,Other,,,112592230006012762,Arabic,Technical
387939233,13,March,2021,22,19,863840162,Other,,,113042230006399075,Arabic,Technical
415653404,31,May,2021,13,18,233827873,Other,,,114832230006517716,Arabic,Technical
439333965,29,July,2021,19,58,226883360,XDSL,enabled,up,118780000034241122,Arabic,Sales
387764191,13,March,2021,12,56,233747323,Other,,,117510000040737164,Arabic,Technical
413075170,12,February,2021,14,30,932381559,Other,,,128790000118906471,Arabic,Technical
485073544,28,December,2021,13,2,552531978,Other,,,106340000041294116,Arabic,Sales
402684008,19,April,2021,15,50,34949242,Other,,,106560000029054281,Arabic,Technical
437432171,23,July,2021,6,45,503339887,XDSL,enabled,up,114462230002889649,Arabic,Sales
433631893,10,July,2021,1,59,404572187,Other,disabled,down,114942230006186743,Arabic,Technical
490205174,13,January,2022,14,42,504434917,Other,enabled,up,115792230007099830,Arabic,Technical
410025455,2,February,2021,23,4,503974922,Other,enabled,down,113632230007267269,Arabic,Technical
443767438,13,August,2021,17,34,501934341,Other,enabled,up,108882230002953650,Arabic,Technical
499134600,9,February,2022,15,31,235511629,XDSL,enabled,down,111150000057393598,Arabic,Technical
482138227,20,December,2021,11,15,228648320,XDSL,enabled,up,102900000119956647,Arabic,Technical
427864546,23,June,2021,10,14,683402137,Other,,,116610000020856891,Arabic,Technical
403785338,13,January,2021,19,33,223805077,Other,,,120430000043932176,Arabic,Technical
480729774,16,December,2021,5,36,482601082,Other,enabled,up,111082230001076747,Arabic,Technical
494584420,27,January,2022,11,32,472304508,XDSL,enabled,up,114300000042332913,Arabic,Sales
389084363,17,March,2021,11,42,472437045,XDSL,,,104820000041044809,Arabic,Technical
477655877,5,December,2021,12,56,224759246,XDSL,enabled,up,118500000029843187,Arabic,Technical
433530377,9,July,2021,19,53,225130370,XDSL,enabled,up,113102230005900939,Arabic,Technical
509427098,12,March,2022,23,20,404624698,Other,enabled,up,104742230004399544,Arabic,Technical
401703341,16,April,2021,16,45,233810697,XDSL,,,102460000043280937,Arabic,Technical
472686035,18,November,2021,13,38,404264632,XDSL,enabled,up,113830000049444200,Arabic,Sales
437035103,21,July,2021,14,46,33206544,XDSL,enabled,up,113170000033182328,Arabic,Technical
471279315,13,November,2021,18,51,504811261,Other,enabled,down,110500000018067506,Arabic,Technical
399945778,10,April,2021,20,38,453254042,XDSL,,,112102230003753727,Arabic,Technical
408399784,28,January,2021,22,40,882550223,XDSL,enabled,up,110830000018002351,Arabic,Technical
542847890,16,June,2022,17,49,862193727,Other,enabled,up,113940000049342647,Arabic,Technical
484751453,27,December,2021,14,59,35170464,Other,,,115520000037084280,Other,Technical
448196322,29,August,2021,20,30,237158577,XDSL,enabled,up,101590000017559994,Arabic,Technical
409644737,1,February,2021,20,49,237651556,Technical,disabled,Access denied,135430000103936749,Arabic,Technical
491865385,18,January,2022,19,49,403354448,XDSL,enabled,up,115520000056465931,Arabic,Technical
506543028,4,March,2022,13,49,504290033,Other,,,108302230007801786,Arabic,Technical
400050716,11,April,2021,9,7,236578443,Other,,,111850000021260471,Arabic,Technical
547143494,26,June,2022,17,39,554342948,XDSL,enabled,up,101000000016454299,Arabic,Sales
473791643,22,November,2021,3,35,473010451,XDSL,enabled,down,100620000118806685,Arabic,Technical
425694106,19,June,2021,19,38,453332210,Other,,,112390000037114902,Arabic,Technical
469616029,7,November,2021,22,39,236956530,Other,enabled,down,105580000021952994,Arabic,Technical
239910328,1,10,2023,21,59,842602333,Other,,,102732230005665173,Other,
507632347,7,March,2022,17,30,227069152,Other,,,107480000030302865,Arabic,Sales
401529969,7,January,2021,6,58,473340887,Other,,,119180000078675077,Arabic,Technical
489596476,11,January,2022,15,44,572580236,Other,disabled,down,103740000023656300,Arabic,Technical
505304460,1,March,2022,7,6,503488649,Other,enabled,up,113792230005839644,Arabic,Technical
535407650,26,May,2022,23,22,472418127,XDSL,enabled,up,111802230003320787,Arabic,Sales
386595327,9,March,2021,17,22,236949142,Other,,,112162230006516952,Arabic,Technical
485271243,28,December,2021,20,10,842689325,Other,disabled,down,110430000020251971,Arabic,Technical
462164062,14,October,2021,16,18,32982755,Other,,,105770000019072502,Arabic,Technical
414073846,15,February,2021,17,11,683400516,Other,enabled,up,115010000023473699,Arabic,Technical
378186362,29,11,2024,13,20,244688092,Other,,,129320000113489225,Arabic,
505391376,1,March,2022,11,11,683266517,XDSL,enabled,up,103770000033987194,Arabic,Technical
546017675,24,June,2022,4,32,233027225,XDSL,enabled,up,107140000029829172,Arabic,Technical
413225273,23,May,2021,17,4,35446670,XDSL,,,101030000044136305,Arabic,Technical
474003151,22,November,2021,20,3,35445576,XDSL,enabled,up,116242230000788056,Arabic,Technical
534185356,23,May,2022,16,18,402241410,Other,,,107140000026965367,Arabic,Technical
387132756,15,12,2024,15,18,35549184,Other,,,137030000110221661,Arabic,
413662784,24,May,2021,23,38,34298074,Other,,,114110000043759455,Arabic,Technical
534982398,25,May,2022,21,16,34866558,Other,,,114160000043875898,Arabic,Technical
460727223,9,October,2021,12,45,34954201,Other,enabled,up,115322230001958430,Arabic,Technical
417462109,6,June,2021,14,25,35442621,Other,,,108730000020084772,Arabic,Technical
414763235,28,May,2021,16,5,453780634,Other,,,114980000024593683,Arabic,Technical
458487602,2,October,2021,12,48,34493091,XDSL,enabled,up,114752230000852510,Arabic,Technical
511433077,19,March,2022,3,7,133275290,Other,,,111022230007283176,Other,Technical
384434349,2,March,2021,21,21,228296688,Technical,,,111822230002934747,Arabic,Technical
512914608,22,March,2022,23,6,503383529,Other,enabled,down,102112230001621399,Arabic,Sales
214435441,16,08,2023,23,28,227136434,Other,,,118550000071946156,Other,
441155657,4,August,2021,17,11,502101284,Other,enabled,up,110010000119752115,Arabic,Technical
470779961,11,November,2021,21,31,404552619,Other,enabled,up,105790000045184828,Arabic,Technical
492665113,21,January,2022,11,10,882488300,Other,enabled,up,110600000033080283,Arabic,Technical
399398849,8,April,2021,23,47,482643094,Technical,,,113642230003813690,Arabic,Technical
453242506,17,September,2021,15,12,35673363,Other,enabled,up,136310000113124343,Arabic,Technical
538705554,4,June,2022,22,16,663310729,XDSL,enabled,up,111112230006932525,Arabic,Technical
416778020,22,February,2021,20,55,227069152,Other,enabled,up,107480000030302865,Arabic,Technical
417642598,6,June,2021,23,57,643540809,Other,,,114080000092570509,Arabic,Technical
446020605,21,August,2021,20,1,402438162,XDSL,enabled,up,106890000018397403,Arabic,Sales
401191669,6,January,2021,10,42,244453085,Other,enabled,down,129990000093454670,Arabic,Technical
413083246,23,May,2021,1,7,882266180,Other,,,101170000082365306,Arabic,Technical
415916561,20,February,2021,12,20,503692499,Other,enabled,down,108790000016735830,Arabic,Technical
427008877,21,June,2021,18,13,33242104,XDSL,,,115540000034037893,Arabic,Technical
471980681,15,November,2021,23,5,224840866,Other,enabled,up,111682230000747823,Arabic,Technical
473837039,22,November,2021,12,8,237685174,Other,enabled,down,114490000102042572,Arabic,Technical
500155298,12,February,2022,17,48,502409117,Other,,,111660000037383982,Arabic,Technical
413485231,13,February,2021,20,7,237634239,Other,enabled,up,113112230007579672,Arabic,Technical
518218796,4,April,2022,16,34,403412460,Other,,,103272230006805108,Arabic,Technical
511383809,18,March,2022,22,48,552177679,Other,enabled,up,102462230005960092,Arabic,Technical
459209575,4,October,2021,12,44,224441607,Other,,,115312230000320982,Arabic,Technical
477199337,3,December,2021,18,24,482442930,Other,enabled,up,100540000017245077,Arabic,Technical
414284679,26,May,2021,22,55,483749150,Other,,,111812230007337891,Arabic,Technical
436310493,18,July,2021,20,32,238046100,Other,,,114592230002565508,Arabic,Technical
411895355,19,May,2021,0,3,453094706,Other,,,104260000019781809,Arabic,Technical
459095726,3,October,2021,22,40,233622975,Technical,enabled,up,114970000099325733,Arabic,Technical
496768257,2,February,2022,20,16,244483902,XDSL,enabled,up,111970000037239003,Arabic,Technical
544584184,20,June,2022,22,20,228575302,Other,enabled,down,102480000025107892,Arabic,Technical
451273935,10,September,2021,10,10,504883155,Other,,,100330000036946758,Arabic,Technical
434391817,12,July,2021,17,39,453189072,Other,,,105250000036406512,Arabic,Technical
411267752,6,February,2021,21,59,224432809,Other,enabled,up,111372230000978610,Arabic,Technical
475119121,26,November,2021,17,22,221702811,XDSL,enabled,up,116442230000222571,Arabic,Technical
416290326,21,February,2021,13,44,483464329,Other,enabled,up,111222230003734910,Arabic,Technical
506880251,5,March,2022,14,18,683258388,XDSL,enabled,up,112002230007498764,Arabic,Technical
394858871,1,April,2021,15,47,502032078,Other,,,111312230005743531,Arabic,Technical
508336420,9,March,2022,18,47,243950134,XDSL,enabled,up,103740000022980353,Arabic,Sales
521942896,16,April,2022,14,37,244690137,Other,enabled,up,109360000015010487,Arabic,Technical
19943304,16,08,2022,12,37,504340217,Other,,,109470000057644853,Other,
539310994,6,June,2022,16,40,35124586,Other,enabled,down,114812230004268299,Arabic,Technical
534148774,23,May,2022,14,22,404731580,XDSL,enabled,up,103380000036793079,Arabic,Technical
414918865,29,May,2021,0,30,482442930,Other,,,100540000017245077,Arabic,Technical
388481644,15,March,2021,16,52,482711522,XDSL,,,108600000039577896,Arabic,Technical
431313247,3,July,2021,13,22,404400275,Other,-2,-2,111892230008055777,Arabic,Technical
462992203,17,October,2021,13,15,242130599,Other,,,100310000107539547,Other,Technical
438070641,25,July,2021,16,9,226220085,Other,enabled,down,114522230004898385,Arabic,Technical
536204343,29,May,2022,11,29,35399280,Other,enabled,up,116482230003805554,Arabic,Technical
533119020,20,May,2022,14,43,244513674,XDSL,enabled,up,102260000016297110,Arabic,Technical
465475466,25,October,2021,19,36,233668300,FTTH,,,116480000049618011,Arabic,Sales
476998542,2,December,2021,21,52,223290440,XDSL,disabled,down,115740000028394851,Arabic,Sales
478241678,7,December,2021,13,39,35232395,Other,,,111060000054769946,Other,Technical
413298464,13,February,2021,10,40,223154858,Other,-2,-2,100522230005711881,Arabic,Technical
344635924,22,09,2024,16,32,573812254,Other,,,136790000108925563,Arabic,
461481624,12,October,2021,4,30,224840866,Other,enabled,up,111682230000747823,Arabic,Technical
388630887,15,March,2021,22,38,952408213,Other,,,115182230005522049,Other,Technical
428464596,24,June,2021,23,46,464847771,Other,,,123280000079397336,Arabic,Technical
487419678,3,January,2022,22,51,227658279,Other,enabled,up,112442230006523418,Arabic,Technical
327568139,23,02,2024,10,14,932317266,Other,,,106050000037106102,Other,
441312513,5,August,2021,2,54,243950134,XDSL,enabled,up,103740000022980353,Arabic,Technical
386245380,8,March,2021,16,28,35526273,Other,,,101390000086250695,Arabic,Technical
437663663,24,July,2021,8,50,232970787,Other,enabled,down,104482230007816700,Arabic,Technical
534063618,23,May,2022,7,33,236956530,Other,,,105580000021952994,Other,Technical
427132247,21,June,2021,20,13,227106012,Other,,,114402230005140866,Arabic,Technical
183957024,6,09,2023,21,29,35062812,Other,,,114010000083473155,Arabic,
466427505,28,October,2021,21,54,663144873,Other,enabled,up,112752230002977979,Arabic,Technical
501495151,16,February,2022,17,58,502409488,XDSL,enabled,up,117450000034233001,Arabic,Technical
546344395,24,June,2022,22,17,403193111,Other,enabled,up,105720000054702566,Arabic,Technical
543440274,18,June,2022,11,26,683401412,Other,enabled,up,115472230007551995,Arabic,Technical
448488580,30,August,2021,20,55,224323610,XDSL,enabled,down,112312230005876331,Arabic,Technical
417864683,7,June,2021,19,8,236590026,XDSL,,,103600000017003929,Arabic,Technical
449301318,2,September,2021,19,43,35457331,Technical,,,125270000109080021,Arabic,Technical
478287680,7,December,2021,16,21,233814084,Other,,,111682230003136028,Arabic,Technical
459148012,4,October,2021,2,25,237278128,Other,,,113942230004579886,Arabic,Technical
468333623,5,05,2025,18,41,35309100,Other,,,105360000097852619,Arabic,
478599493,8,December,2021,16,41,553382625,XDSL,enabled,up,103430000020523554,Arabic,Technical
409691820,1,February,2021,23,5,472418127,XDSL,enabled,up,111802230003320787,Arabic,Technical
451542434,11,September,2021,13,27,132423907,Other,enabled,up,115262230003019462,Arabic,Technical
394844921,1,April,2021,15,13,464807737,Other,,,116320000040409115,Arabic,Technical
508188313,9,March,2022,11,28,225097488,XDSL,enabled,up,115472230005471331,Arabic,Technical
412212676,9,February,2021,19,48,552273737,XDSL,enabled,up,115870000029748633,Arabic,Technical
478031127,6,December,2021,17,50,222229581,Other,,,115732230003410193,Other,Technical
400383352,12,April,2021,11,16,552234393,Other,,,115360000120856659,Arabic,Technical
402869275,20,April,2021,1,6,238754465,Other,,,109530000075254821,Arabic,Technical
76479147,26,01,2023,18,42,403493082,Other,,,113870000046339326,Arabic,
418685949,10,June,2021,13,27,228401207,Other,,,104380000017519014,Arabic,Technical
395437088,30,12,2024,23,8,35253535,Other,,,113632230004852303,Arabic,
395447509,3,April,2021,2,36,503974922,Other,,,113632230007267269,Arabic,Technical
410154579,3,February,2021,14,8,452032188,Other,,,111862230007986665,Other,Technical
520585137,12,April,2022,3,3,952301280,Other,enabled,up,103690000032207676,Arabic,Technical
409344811,10,May,2021,13,39,222571856,Other,,,112722230001098422,Other,Technical
472325238,17,November,2021,10,24,683400889,Other,,,109450000027232376,Arabic,Technical
209345167,2,11,2023,15,29,934112654,Other,,,100690000022600163,Arabic,
441883163,7,August,2021,4,48,236653678,Other,enabled,up,105250000032829069,Arabic,Technical
503274936,22,February,2022,5,13,133275290,Other,,,111022230007283176,Other,Technical
421545023,14,June,2021,17,8,225014049,Other,,,115232230000571189,Arabic,Technical
514849993,27,March,2022,10,29,402143467,Other,enabled,up,101360000111649338,Arabic,Technical
403497141,12,January,2021,21,37,235627432,Other,enabled,up,116382230001402170,Arabic,Technical
407653808,5,May,2021,0,22,227071227,Other,,,115570000029497124,Arabic,Technical
479464109,11,December,2021,18,2,842452575,XDSL,enabled,up,103680000120667087,Arabic,Technical
441970601,7,August,2021,14,19,227408322,XDSL,enabled,up,108862230001998972,Arabic,Technical
423672166,17,June,2021,2,52,224347731,XDSL,,,108370000019669421,Arabic,Technical
409434678,1,February,2021,10,30,683402137,Other,enabled,up,116610000020856891,Arabic,Technical
449166879,2,September,2021,11,15,502280807,Technical,enabled,down,110080000018913429,Arabic,Technical
443116488,11,August,2021,10,8,404624698,Other,enabled,up,104742230004399544,Arabic,Technical
546435427,25,June,2022,2,11,224520565,Other,enabled,down,114342230000875496,Arabic,Technical
457643212,30,September,2021,2,9,235319858,Other,enabled,up,115630000034760795,Arabic,Technical
526086132,28,April,2022,13,50,572333341,Other,enabled,down,106870000015188980,Arabic,Technical
372253431,16,11,2024,22,47,238343753,Other,,,133940000103302536,Arabic,
463161430,17,October,2021,21,57,552948803,Other,enabled,up,112982230001428100,Arabic,Technical
411050582,6,February,2021,12,5,552273737,Other,enabled,up,115870000029748633,Arabic,Technical
385830280,7,March,2021,10,2,452061153,Other,,,116112230005594475,Arabic,Technical
403500058,12,January,2021,21,44,235090435,Other,enabled,up,109030000021252960,Arabic,Technical
497000399,3,February,2022,14,54,502605553,Other,enabled,up,106642230004255937,Arabic,Technical
428354013,24,June,2021,18,15,238046100,Other,,,114592230002565508,Arabic,Sales
415501505,18,February,2021,21,39,453189072,Other,enabled,down,105250000036406512,Arabic,Technical
520577370,12,April,2022,2,16,553678442,XDSL,enabled,up,138440000120121098,Arabic,Technical
431836402,4,July,2021,22,55,33483334,XDSL,enabled,up,113950000094053851,Arabic,Technical
494032149,25,January,2022,18,37,452282188,Other,enabled,up,114452230005969197,Arabic,Technical
520985189,13,April,2022,15,26,233055804,XDSL,enabled,up,112050000036518549,Arabic,Sales
428822926,26,June,2021,12,46,573786015,Other,,,109060000021753585,Arabic,Technical
429152599,27,June,2021,13,31,33807011,Other,enabled,down,111612230002342519,Arabic,Technical
474399817,24,November,2021,6,39,683240802,XDSL,enabled,up,112862230008216575,Arabic,Sales
452334214,14,September,2021,11,54,133291454,Other,enabled,up,111082230007122531,Arabic,Technical
409673125,1,February,2021,22,13,237361833,Other,enabled,up,115170000029898474,Arabic,Technical
463505034,19,October,2021,5,59,236037083,Other,disabled,down,105110000102608074,Arabic,Technical
538536998,4,June,2022,14,18,237023987,Other,disabled,down,116192230002463493,Arabic,Technical
426936750,21,June,2021,16,59,34713603,Other,,,111772230000086894,Arabic,Technical
411573039,17,May,2021,22,34,220693541,XDSL,,,132760000112451960,Arabic,Technical
417354906,24,February,2021,13,2,238274971,Other,enabled,up,116092230001129524,Arabic,Technical
478238330,7,December,2021,13,27,228575302,Other,,,102480000025107892,Arabic,Technical
35019838,17,09,2022,23,0,932170953,Other,,,108860000032385531,Other,
399851103,2,January,2021,17,12,452161760,Other,enabled,down,111812230007610501,Arabic,Technical
509848972,14,March,2022,13,40,502032078,Other,enabled,up,111312230005743531,Arabic,Technical
393579626,29,March,2021,21,17,235851556,XDSL,,,115422230005551072,Arabic,Technical
415492455,18,February,2021,21,20,226883360,Other,,,118780000034241122,Arabic,Technical
494848910,27,January,2022,23,31,502409117,Other,enabled,up,111660000037383982,Arabic,Technical
157956042,11,05,2023,23,12,863806486,Other,,,110690000083137723,Other,
386081737,7,March,2021,23,0,34221573,XDSL,,,113852230006570366,Arabic,Technical
467994730,2,November,2021,19,35,221895390,XDSL,enabled,down,106472230003707391,Arabic,Sales
510686405,16,March,2022,21,50,224073229,Other,enabled,up,112842230000269673,Arabic,Technical
394117526,30,March,2021,21,58,502288901,Other,,,113042230007461815,Arabic,Technical
410281352,3,February,2021,19,57,242130378,Technical,enabled,up,115390000036882740,Arabic,Technical
419186798,11,June,2021,16,14,882070896,XDSL,,,115172230006929989,Arabic,Technical
547714775,27,June,2022,21,34,33139218,Other,enabled,up,119330000113281829,Arabic,Technical
543544827,18,June,2022,15,58,34949242,Other,,,106560000029054281,Arabic,Technical
426905653,21,June,2021,16,31,403472544,XDSL,,,112492230007691474,Arabic,Technical
477074644,3,December,2021,9,1,244191092,Other,enabled,up,112910000025787196,Arabic,Technical
404121438,14,January,2021,18,44,863895886,Other,enabled,up,107670000024398889,Arabic,Technical
463556971,19,October,2021,12,11,32914291,Other,,,120520000111020451,Arabic,Technical
487075012,2,January,2022,21,35,236590359,XDSL,enabled,down,112422230007600644,Arabic,Technical
423276413,16,June,2021,18,11,553342697,XDSL,,,104860000025603448,Arabic,Technical
469626347,7,November,2021,23,13,227080244,Other,enabled,up,116242230007845729,Arabic,Technical
422634948,15,June,2021,22,20,225368473,Other,,,115582230008040522,Arabic,Technical
400954732,14,April,2021,10,16,224386854,Other,,,116452230006496944,Arabic,Technical
269200690,5,04,2024,22,26,483511045,Other,,,104990000032977157,Arabic,
509015041,11,March,2022,18,53,863724470,Other,enabled,up,109810000118278713,Arabic,Technical
498176767,6,February,2022,19,43,403309336,Other,,,114132230005164833,Arabic,Technical
367311771,6,11,2024,18,42,952112568,Other,,,108670000111684788,Arabic,
430935648,2,July,2021,1,5,502052465,XDSL,enabled,down,110962230007531181,Arabic,Technical
457238085,28,September,2021,23,10,235537518,Other,,,107300000046849114,Arabic,Technical
415278009,30,May,2021,10,34,623556180,XDSL,,,103830000016443667,Arabic,Technical
471150191,13,November,2021,11,22,483861729,XDSL,enabled,up,111850000024663116,Arabic,Sales
429737439,28,June,2021,22,27,34842604,Other,enabled,up,112312230004770558,Arabic,Technical
423184554,16,June,2021,16,18,226533637,Other,,,109310000018324477,Arabic,Technical
111519770,12,04,2023,2,32,453544068,Other,,,106070000033652017,Arabic,
393421542,29,March,2021,16,48,882239153,Other,,,117450000036100997,Arabic,Technical
415894817,20,February,2021,10,53,453332210,XDSL,enabled,up,112390000037114902,Arabic,Technical
380610375,4,12,2024,11,49,464701940,Other,,,116452230007929595,Arabic,
465986816,27,October,2021,14,43,683260884,XDSL,enabled,up,103500000024779908,Arabic,Technical
415467939,18,February,2021,20,28,952408213,Other,enabled,up,115182230005522049,Arabic,Technical
409792844,11,May,2021,20,29,34946243,Other,,,110932230003885029,Other,Technical
434184004,11,July,2021,22,29,237267952,XDSL,enabled,up,112182230001339496,Arabic,Technical
410181020,3,February,2021,15,24,683400516,Other,enabled,up,115010000023473699,Arabic,Technical
404039172,23,April,2021,18,0,473051491,XDSL,,,111562230004713952,Arabic,Technical
484757836,27,December,2021,15,14,35170464,XDSL,enabled,up,115520000037084280,Arabic,Technical
474907851,25,November,2021,20,41,232967189,XDSL,enabled,up,111962230008160826,Arabic,Sales
541570599,12,June,2022,22,55,235635504,Other,,,110540000027389678,Arabic,Technical
422248537,15,June,2021,14,59,653534892,XDSL,,,109630000019691708,Arabic,Technical
431897473,5,July,2021,4,25,221803277,Other,,,115162230005810281,Other,Technical
416993583,23,February,2021,14,11,504782023,XDSL,enabled,up,118560000035841134,Arabic,Technical
109513879,7,04,2023,9,33,653402712,Other,,,108560000103449305,Arabic,
461252536,11,October,2021,11,57,224840866,Other,enabled,up,111682230000747823,Arabic,Technical
432178599,5,July,2021,21,43,453355142,XDSL,enabled,up,112622230005363088,Arabic,Sales
412003364,9,February,2021,9,35,227071227,Other,enabled,up,115570000029497124,Arabic,Technical
416370220,21,February,2021,16,57,233457330,Other,enabled,down,111400000036610928,Arabic,Technical
483924538,25,December,2021,11,3,502495582,Sales,enabled,up,115672230003376938,Arabic,Technical
406819595,22,January,2021,20,33,503500812,Other,enabled,down,115322230001404705,Arabic,Technical
400523690,12,April,2021,19,3,235524809,Other,,,100320000018349011,Other,Technical
465240550,24,October,2021,22,56,402491367,XDSL,enabled,up,102582230004597453,Arabic,Technical
450188164,6,September,2021,2,35,482075448,Other,enabled,up,108860000047000329,Arabic,Technical
483944032,25,December,2021,12,10,228784199,XDSL,enabled,down,103920000023796558,Arabic,Technical
407738232,26,January,2021,9,52,35742825,Other,enabled,down,101360000020319244,Arabic,Technical
230275260,14,12,2023,0,30,572581949,Other,,,117550000048758593,Arabic,
542781839,16,June,2022,14,37,226941114,XDSL,enabled,down,115710000053204452,Arabic,Sales
415837441,31,May,2021,22,31,220693541,Other,,,132760000112451960,Arabic,Technical
121282288,3,05,2023,17,45,863371698,Other,,,105962230008116616,Arabic,
536466398,29,May,2022,21,36,573672760,Other,,,121390000045897543,Arabic,Technical
414597483,16,February,2021,22,0,226901267,Other,enabled,up,102620000023009983,Arabic,Technical
512763254,22,March,2022,17,48,223160237,XDSL,enabled,up,113140000036434379,Arabic,Technical
429857974,29,June,2021,11,9,222930640,Other,enabled,up,112990000090103326,Arabic,Technical
416516613,3,June,2021,2,11,233765165,XDSL,,,108540000109325725,Arabic,Technical
418643596,10,June,2021,10,44,235319858,Other,,,115630000034760795,Arabic,Technical
392066643,25,March,2021,19,50,233805324,XDSL,,,116342230001453421,Arabic,Technical
409571813,1,February,2021,16,58,473193346,Other,,,113090000056520918,Arabic,Technical
510043386,14,March,2022,22,21,683244963,Other,enabled,down,111652230006252432,Arabic,Technical
420141302,12,June,2021,20,35,245910471,Other,,,111832230006235921,Arabic,Technical
441989565,7,August,2021,15,27,453250451,XDSL,enabled,up,118570000036817235,Arabic,Technical
485671354,29,December,2021,22,3,482442930,Other,enabled,up,100540000017245077,Arabic,Technical
516419799,30,March,2022,16,51,472477881,Other,enabled,up,102022230007087694,Arabic,Technical
411498626,17,May,2021,19,7,223704849,Other,,,104860000118510009,Arabic,Technical
422579463,15,June,2021,21,24,683258388,Other,,,112002230007498764,Arabic,Technical
391877754,25,March,2021,12,41,235090435,XDSL,,,109030000021252960,Arabic,Technical
427945145,23,June,2021,14,39,824357428,Sales,,,102970000072697348,Arabic,Sales
508763258,10,March,2022,21,37,34922827,Other,,,122480000058600565,Arabic,Technical
400716045,13,April,2021,13,50,472445122,Technical,,,112650000044423736,Arabic,Sales
489005964,9,January,2022,15,27,232967189,XDSL,enabled,down,111962230008160826,Arabic,Technical
409956468,2,February,2021,20,13,683224021,XDSL,enabled,up,116052230003063237,Arabic,Technical
414662764,16,February,2021,22,54,243012308,Other,enabled,up,106502230003722984,Arabic,Technical
427143320,21,June,2021,20,23,502507345,Other,,,111642230002913153,Arabic,Technical
411349093,17,May,2021,11,38,501971810,Sales,,,110760000043871465,Arabic,Technical
507904369,8,March,2022,14,35,502472406,XDSL,enabled,up,100450000030516231,Arabic,Sales
395682358,3,April,2021,20,42,842053671,Other,,,112062230004980174,Arabic,Technical
401092361,14,April,2021,18,12,237181120,Other,,,113342230005542363,Arabic,Technical
441743702,6,August,2021,17,59,35746572,XDSL,enabled,up,100040000039831959,Arabic,Sales
42970610,30,09,2022,9,21,227392223,Other,,,116480000042984882,Other,
460284252,7,October,2021,17,39,233055804,Other,disabled,down,112050000036518549,Arabic,Technical
414600139,16,February,2021,22,10,482076588,Other,enabled,up,105942230003106298,Arabic,Technical
481998642,19,December,2021,20,34,228648320,XDSL,enabled,up,102900000119956647,Arabic,Technical
538997221,5,June,2022,18,48,222927580,Other,enabled,down,103860000027565659,Arabic,Technical
488535238,7,January,2022,20,33,237147596,XDSL,enabled,up,112562230007106022,Arabic,Technical
420865885,13,June,2021,19,21,35253535,XDSL,,,113632230004852303,Arabic,Technical
463371506,18,October,2021,18,12,503488649,Other,,,113792230005839644,Arabic,Technical
447040426,25,August,2021,13,57,554285189,XDSL,enabled,down,113082230006967754,Arabic,Technical
475510746,27,November,2021,22,20,862202558,Other,enabled,down,107150000118495529,Arabic,Technical
511748295,19,March,2022,22,38,572120151,Other,enabled,up,104322230000717799,Arabic,Technical
513530387,24,March,2022,13,59,452410179,Other,enabled,up,100990000028250835,Arabic,Technical
410584378,14,May,2021,16,20,236590026,Other,,,103600000017003929,Arabic,Technical
466385274,28,October,2021,19,50,232967189,XDSL,enabled,down,111962230008160826,Arabic,Sales
405841012,19,January,2021,18,7,238742840,Other,enabled,up,114552230003344829,Arabic,Technical
405096641,27,April,2021,0,53,228822350,Other,,,114522230006425192,Arabic,Technical
394755502,1,April,2021,10,59,402393001,Other,enabled,up,116452230002581388,Arabic,Technical
466057898,27,October,2021,18,7,223659684,Other,,,113060000117704547,Other,Technical
394776384,1,April,2021,12,19,225620740,Sales,,,112390000041286879,Arabic,Sales
431516311,3,July,2021,23,56,403021117,Other,,,108880000116880240,Arabic,Technical
414537329,16,February,2021,21,10,224501004,Other,enabled,up,101030000072750229,Arabic,Technical
426895127,21,June,2021,16,21,552510206,Other,,,134260000107951777,Arabic,Technical
464870680,23,October,2021,19,34,504010290,Other,enabled,up,115970000024593476,Arabic,Technical
388168685,14,March,2021,17,50,238742840,Other,,,114552230003344829,Arabic,Technical
390901838,22,March,2021,22,35,882030328,XDSL,,,116060000041439376,Arabic,Technical
486609645,1,January,2022,16,58,503488649,Other,enabled,up,113792230005839644,Arabic,Technical
415837151,31,May,2021,22,20,33080191,Other,,,107530000024713353,Arabic,Technical
453826080,19,September,2021,17,44,228502010,XDSL,enabled,up,116010000023182760,Arabic,Sales
446286084,22,August,2021,19,14,233675741,Other,enabled,down,101642230008021428,Arabic,Technical
451297015,10,September,2021,13,12,473342200,Other,enabled,up,114402230004827881,Arabic,Technical
543328101,17,June,2022,23,18,242179899,XDSL,enabled,up,115652230003605272,Arabic,Technical
437096420,21,July,2021,19,22,962711147,Other,,,103010000025389275,Arabic,Technical
404693821,25,April,2021,20,4,35442621,Other,,,108730000020084772,Arabic,Technical
477365983,4,December,2021,12,17,863203539,XDSL,enabled,down,115302230008144843,Arabic,Technical
