Consumption_ID,CUSTOMER_ID#,ACCOUNT_ID#,SUBSCRIBER_ID#,CONSUMPTION_DATE,PRICE_PLAN_ID#,RATING_GROUP_ID#,Consumption_Type,DAILY_CONSUMPTION_MB
1932563,1017911029703259,116160000061524225,75954203,2024-08-03,819049,1123,In-Bundle,6453.69130897522
3258365,1018211011260183,104860000024528969,1205080161,2024-10-10,819051,1123,In-Bundle,11101.87163066864
5464,11008825799,107470000014759479,50038321,2025-02-13,819049,1123,In-Bundle,12697.964917182922
2456391,1017911001195714,102620000081256143,82922820,2025-05-24,460465745,1123,In-Bundle,6641.927627563477
697709,11015346771,105160000029168795,59766183,2025-03-03,819049,1123,In-Bundle,1380.139928817749
657802,11015133023,117510000028563763,59178740,2025-04-14,460465745,1123,In-Bundle,7964.257953643799
3910703,1017911003791020,103802230004243599,2204243599,2025-03-15,819049,1123,In-Bundle,11927.04381752014
1096718,1011011018142896,108860000036747353,65084638,2024-04-01,819049,1123,In-Bundle,8321.849539756777
778665,1011011015833062,104550000030534632,60919516,2023-10-07,819049,1123,In-Bundle,2655.326453208924
1980117,11032329321,114910000064808959,76514426,2024-02-25,819049,1123,In-Bundle,1425.1477518081665
4450763,1106398486,112742230006440805,2206440805,2024-02-05,460465743,1123,In-Bundle,4449.967221260071
2270335,1011011037630003,118040000075842952,80250834,2025-03-20,819049,1123,In-Bundle,6633.083501815796
4347070,1011011002371410,109992230006060563,2206060563,2024-04-11,819049,1123,In-Bundle,7202.376110076904
1941148,1011011024301383,115060000061935503,76116759,2024-03-22,819049,1123,In-Bundle,7567.5239963531485
666387,1107782446,112380000028719209,59308916,2023-12-19,819051,1123,In-Bundle,4678.703907966614
142559,11010584919,104580000018067403,52004047,2024-12-03,819049,1123,In-Bundle,6736.669134140016
2494891,1011011038204608,121800000082273317,83603397,2024-05-01,819051,1123,In-Bundle,20826.17483520508
516751,1011011008269543,107530000026580873,57213931,2024-07-23,819049,1123,In-Bundle,5001.115752220154
781214,11015830840,105560000030558654,60944153,2023-11-12,460465743,1123,In-Bundle,7160.495028495789
2545932,1011011001780238,106340000083889307,84793244,2024-06-06,819049,1123,In-Bundle,15.021734237670898
4616631,1107059457,112192230007101287,2207101287,2024-12-17,460465744,1123,In-Bundle,12918.362056732176
2978812,11035643658,118470000099900984,97402385,2024-04-11,819049,1123,In-Bundle,744.6333732604979
527885,11014433505,108930000026731933,57386045,2025-03-14,819049,1123,In-Bundle,7334.067670822143
3142131,11057590510,135630000109131367,125407332,2024-11-02,819049,1123,In-Bundle,5032.527430534363
3510287,1011011004389447,103902230001907078,2201907078,2023-08-31,460465743,1123,In-Bundle,6260.60210609436
4057,11008777279,110150000014679053,50000690,2025-01-11,819055,1123,In-Bundle,11392.597539901732
1020391,1011011017044053,100180000034276660,63950706,2024-02-14,819053,1123,In-Bundle,1015.1187419891356
1537714,11023219277,122300000048732813,71304916,2024-04-01,819053,1123,In-Bundle,10402.987546920776
2784171,11045836414,126300000090615669,90576565,2024-01-01,819049,1123,In-Bundle,3782.4536094665527
1872468,1101098773,112530000060234681,75339396,2023-11-05,460465743,1123,In-Bundle,10496.95465183258
4661167,1107229512,111442230007270747,2207270747,2025-05-24,460467828,1123,In-Bundle,18211.414012908932
794428,1011011014458930,113730000030737581,61060798,2024-07-02,819049,1123,In-Bundle,12445.59104347229
3084585,1017911029615335,115640000105259769,122109015,2025-01-08,460467831,1123,In-Bundle,5528.983101844788
3678704,1103004055,111272230003048067,2203048067,2025-04-25,460465743,1123,In-Bundle,6928.24657535553
2004465,11033383913,108350000066540596,76841723,2025-01-03,819049,1123,In-Bundle,4170.638689994812
861701,1017911016279753,117250000031899554,61993831,2023-12-22,819049,1123,In-Bundle,4851.9842405319205
1166071,11019284632,102130000038748367,66083952,2023-08-16,819051,1123,In-Bundle,7173.284412384033
2029282,11016302196,112570000067814138,77131285,2024-04-04,819053,1123,In-Bundle,892.9336357116699
1751136,11027866037,107680000056580299,73894162,2024-08-31,819049,1123,In-Bundle,5335.46050453186
4103468,1105043525,113542230005086529,2205086529,2023-10-16,819049,1123,In-Bundle,8763.26736164093
3948734,1104345130,112922230004388267,2204388267,2024-02-19,819051,1123,In-Bundle,7425.053409576416
2020697,11034010534,121690000067580299,77051548,2024-04-25,819053,1123,In-Bundle,9880.04336452484
329288,1011011007322127,105580000021952994,54662304,2023-08-13,819049,1123,In-Bundle,8072.4193716049185
4175839,1105340820,111802230005383189,2205383189,2024-07-14,819049,1123,In-Bundle,4814.431391716003
3523501,1101939332,112182230001983800,2201983800,2023-08-27,819049,1123,In-Bundle,19888.76032447815
1348171,11022282007,119170000044740308,68648162,2023-11-24,819049,1123,In-Bundle,12791.409042358398
1693590,1011011027021097,111310000054706067,73174463,2024-01-30,819049,1123,In-Bundle,3119.8527784347534
725748,1107633950,115290000103540684,60229315,2024-10-22,819053,1123,In-Bundle,1610.0065002441406
1969187,11031957090,121040000064223574,76436960,2025-02-28,819049,1123,In-Bundle,4510.591276168823
2675115,1011011002963849,101340000087793323,87976188,2025-04-20,460465743,1123,In-Bundle,4548.016186714172
4881767,1011011008888790,104142230008149382,2208149382,2023-06-01,819049,1123,In-Bundle,6648.515063285828
2869756,11047796511,129060000093706727,93402666,2024-01-05,819049,1123,In-Bundle,9141.41857147217
4164236,1105287984,115632230005330358,2205330358,2023-11-20,819051,1123,In-Bundle,10275.2979221344
2534064,11041679188,115680000083529834,84497910,2024-06-17,819053,1123,In-Bundle,1054.5099029541016
15864,11009043773,105090000015123860,50252472,2023-12-20,819049,1123,In-Bundle,520.2480506896973
2410652,11039673151,113250000079723425,82235191,2024-08-02,460465743,1123,In-Bundle,12812.609796524048
3116580,1100827285,112050000107087244,123742030,2025-05-07,460467830,1123,In-Bundle,18207.785840034485
3956585,1104369744,115732230004412870,2204412870,2024-11-25,819049,1123,In-Bundle,4608.389410972595
3461999,1101586211,113172230001630777,2201630777,2024-08-08,819051,1123,In-Bundle,12201.11032104492
1444890,11023185154,103640000047082810,70173777,2025-03-26,819049,1123,In-Bundle,10425.8161945343
1465078,11023346214,118280000047529325,70469732,2024-11-14,819049,1123,In-Bundle,1500.8750047683716
3194987,1022000958302,126630000113332134,129350839,2025-03-04,819049,1123,In-Bundle,2043.1147718429563
2834478,1017911013973010,104030000092330399,92177749,2024-12-16,460465743,1123,In-Bundle,6012.45555973053
598584,11014788436,109610000027740242,58356762,2025-04-20,819049,1123,In-Bundle,2246.5715742111206
267317,11011723868,111280000020552329,53727022,2024-08-27,819049,1123,In-Bundle,1386.2195920944212
1238646,11020947462,114660000041784172,67088712,2025-04-26,819053,1123,In-Bundle,6535.655220985413
3284528,1100158301,112512230000159963,2200159963,2025-02-21,819051,1123,In-Bundle,30882.95051383972
1545565,11023899997,113260000048866117,71400064,2025-04-24,819049,1123,In-Bundle,1786.6715764999387
518097,1105840077,112310000026600657,57244228,2024-02-08,819049,1123,In-Bundle,2719.1276683807373
3770998,1011011007966635,105992230003544220,2203544220,2025-05-05,819049,1123,In-Bundle,11344.58226966858
542914,1011011007899768,107140000026902456,57542736,2023-07-10,819049,1123,In-Bundle,10235.058959960936
715491,11015462309,116350000029454397,60010611,2025-05-03,819049,1123,In-Bundle,15.370289802551268
3178021,1011011031119374,101050000111828387,127865029,2025-02-18,819057,1123,In-Bundle,4545.13561153412
4858296,1011011008652146,105822230008040394,2208040394,2023-09-15,819049,1123,In-Bundle,8886.22534561157
4898203,1011011005149264,101432230008201731,2208201731,2024-08-22,819049,1123,In-Bundle,1481.0673236846924
4259548,1105645179,112132230005687537,2205687537,2024-04-03,819049,1123,In-Bundle,15456.758692741394
1057688,1011011017770146,108880000035832644,64436341,2024-04-20,819049,1123,In-Bundle,2927.40678691864
677460,11015226400,110170000028845747,59433889,2024-06-19,819049,1123,In-Bundle,5173.672388076782
3195660,11060487922,133080000113277069,129398029,2025-05-22,460465745,1123,In-Bundle,7979.674684524536
1912314,11030155755,115010000061042662,75728219,2024-02-26,819053,1123,In-Bundle,2081.0928249359126
4078590,1104923243,115722230004966252,2204966252,2024-07-04,819049,1123,In-Bundle,3249.240243911743
1172046,1107598144,114730000038940295,66148831,2024-12-18,819051,1123,In-Bundle,7235.410548210144
1877709,1011011029861878,113740000060385302,75389791,2025-01-01,819049,1123,In-Bundle,8135.989261627196
1709292,1102921563,113920000055349418,73337986,2023-11-15,460465744,1123,In-Bundle,3283.258834838867
3516466,1018211009858425,105272230001945315,2201945315,2023-10-01,819056,1123,In-Bundle,8374.03581237793
1836660,11029335320,111820000059316693,74925680,2024-04-07,460470373,1123,In-Bundle,8642.356731414795
3846122,1103848393,114722230003891740,2203891740,2023-10-13,819049,1123,In-Bundle,4037.422869682312
3931034,1104277219,112412230004320363,2204320363,2024-01-01,819049,1123,In-Bundle,1719.9197931289673
4358816,1106051683,115122230006094011,2206094011,2023-08-05,819049,1123,In-Bundle,5545.530822753905
1269234,11021401612,116460000042745821,67472761,2025-02-18,819057,1123,In-Bundle,3531.3612432479854
205346,1011011011135667,101340000019275801,52823379,2023-08-05,819049,1123,In-Bundle,2864.060094833374
1888170,11018270182,110760000060507202,75465307,2025-04-14,819049,1123,In-Bundle,4513.123359680176
1975162,1102959215,112870000064417123,76472310,2024-08-06,819053,1123,In-Bundle,6604.247785568236
4316360,11010176125,100532230005941616,2205941616,2024-05-19,819049,1123,In-Bundle,8558.907643318176
131568,10110111001046235,108260000017821568,51845558,2023-10-18,819055,1123,In-Bundle,6870.758897781372
1876567,1107249644,112240000060326985,75375365,2025-05-20,819059,1123,In-Bundle,5108.888644218445
2579946,11042423394,109540000084952924,85589164,2024-05-01,819049,1123,In-Bundle,5107.546614646912
1177817,1011011019568089,101560000039429965,66290685,2023-07-01,460465743,1123,In-Bundle,17719.011377334595
494157,11013886313,109190000025620708,56898149,2024-03-10,819049,1123,In-Bundle,8016.028793334962
693896,11015341159,111950000029126784,59714377,2025-04-04,819053,1123,In-Bundle,1055.487416267395
4787271,1107721974,111262230007762670,2207762670,2024-11-27,819049,1123,In-Bundle,3612.8727846145625
1842635,11029449705,110960000059566746,75025747,2023-11-09,460467828,1123,In-Bundle,31434.38271713257
2422602,1011011002818825,107820000079955790,82371262,2025-04-25,819049,1123,In-Bundle,2079.0784940719604
3948143,1104344892,112282230004388029,2204388029,2024-06-04,819049,1123,In-Bundle,3342.1343126297
211321,11011195366,100480000019413303,52923797,2023-07-17,819049,1123,In-Bundle,5927.573648452759
4595852,1011011005956064,106612230007034505,2207034505,2025-03-12,460465743,1123,In-Bundle,4838.930182456969
788739,1101421095,111470000030631467,60998463,2023-07-31,819053,1123,In-Bundle,7035.515532493591
3318542,1100482137,111292230000484207,2200484207,2024-10-19,819049,1123,In-Bundle,12823.524569511412
4579620,1017911005300389,101730000039819593,2206943215,2023-08-31,819055,1123,In-Bundle,944.2106437683104
4644344,1107156657,111532230007198174,2207198174,2024-11-08,819049,1123,In-Bundle,10858.969758033752
4087114,1104956029,113582230004999037,2204999037,2024-08-29,819049,1123,In-Bundle,2847.518704414368
3203715,11061628807,133940000119161707,130512340,2025-02-04,819049,1123,In-Bundle,145.70717525482175
3721507,1103253146,111582230003297104,2203297104,2024-01-20,819049,1123,In-Bundle,11257.308237075804
2173698,1011011036112764,105610000072199296,79015735,2024-11-24,819049,1123,In-Bundle,7603.290238380432
4196843,1105423530,112402230005465893,2205465893,2024-07-19,819051,1123,In-Bundle,7137.295826911926
1799506,1017911023394144,113670000057935954,74474177,2024-04-16,819049,1123,In-Bundle,2138.8937606811523
2044250,11034459698,121880000068429859,77346798,2024-09-18,819051,1123,In-Bundle,200.8027858734131
2350700,1017911001651143,102000000078467140,81365958,2024-07-14,819049,1123,In-Bundle,838.5553731918336
3988519,1011011008211877,100742230004582808,2204582808,2023-10-22,819049,1123,In-Bundle,6870.973706245422
1599767,11024232093,111340000049759708,71980929,2023-08-18,819049,1123,In-Bundle,6817.117120742798
4241379,1105583822,114012230005626184,2205626184,2023-07-04,819049,1123,In-Bundle,9402.842267990112
298782,1011011011982049,110620000021252890,54183492,2025-05-02,819049,1123,In-Bundle,7093.679538726808
2955484,1017911038388505,118470000118182339,96453930,2024-03-01,819051,1123,In-Bundle,2517.3644304275513
3602724,1011011008776353,105442230002517260,2202517260,2025-01-26,819049,1123,In-Bundle,10979.711035728455
4682844,1107336867,112732230007377979,2207377979,2024-07-24,819049,1123,In-Bundle,2158.4479379653926
144721,11010598996,106180000018097179,52026323,2024-01-08,819049,1123,In-Bundle,3900.477029800415
2683109,1011011044182285,125510000087971970,88118138,2025-05-23,460465743,1123,In-Bundle,6088.039520263672
778278,1107629728,111000000030531640,60917402,2024-08-25,819049,1123,In-Bundle,3529.4809064865112
4264789,1105663975,116342230005706331,2205706331,2024-12-16,819049,1123,In-Bundle,1244.1378564834595
4053916,1104803532,112042230004846551,2204846551,2025-01-14,819049,1123,In-Bundle,4012.0706491470337
1903872,1104368505,113340000060926055,75668099,2024-05-10,819059,1123,In-Bundle,10504.225874900816
21309,11009086797,110260000015212156,50304720,2024-04-24,819049,1123,In-Bundle,3207.041251182556
3135708,11057367285,137170000108701611,125106029,2025-02-02,819049,1123,In-Bundle,18025.38876724243
4674932,1107303658,114872230007344791,2207344791,2024-01-03,819049,1123,In-Bundle,7842.061264038087
256999,1011011011428778,104700000020334131,53574593,2024-01-15,819049,1123,In-Bundle,9930.062865257263
2983523,11050082538,133990000116757506,97650984,2024-10-01,819052,1123,In-Bundle,5407.39642906189
4836987,1107916382,111940000072379816,2207956691,2023-08-03,819053,1123,In-Bundle,4294.550019264221
833153,1011011016109647,102270000031450134,61627320,2023-07-12,819049,1123,In-Bundle,6302.614428520203
2372377,11039235879,121410000078819242,81605607,2023-10-10,819049,1123,In-Bundle,2585.876660346985
3064622,11054556357,134840000104100648,121013254,2024-11-21,819049,1123,In-Bundle,5701.957974433898
2898754,11048462199,130650000119112906,94353032,2024-03-01,460465743,1123,In-Bundle,6331.570424079895
4756031,1107596354,111462230007637089,2207637089,2024-03-22,819049,1123,In-Bundle,3610.6996717453
1742307,1106853030,111560000056475959,73829760,2024-07-21,819049,1123,In-Bundle,1836.8068733215327
3723465,1103263331,114102230003307287,2203307287,2024-08-28,819049,1123,In-Bundle,8254.526014328003
1765044,1011011028009457,110530000056863084,74047327,2024-04-05,819051,1123,In-Bundle,7778.8476095199585
3422582,1101270112,112022230001315086,2201315086,2023-06-24,819051,1123,In-Bundle,13513.53839969635
743612,1011011012974001,116260000029990203,60478910,2023-10-22,819053,1123,In-Bundle,4170.1645584106445
2446155,1011011036067089,113460000080788666,82699984,2024-07-15,819049,1123,In-Bundle,7959.631732940676
1689186,1100241372,114510000054537133,73135550,2024-11-20,819066,1123,In-Bundle,9344.614693641663
3701197,1103153581,114102230003197561,2203197561,2024-02-01,819049,1123,In-Bundle,1203.5226774215698
3377577,1100882621,114502230000885493,2200885493,2023-11-28,819049,1123,In-Bundle,3056.044114112854
3501458,1101813735,116342230001858276,2201858276,2023-09-04,879027,1123,In-Bundle,22092.220504760742
2783927,1017911004087255,101650000090572217,90534437,2024-05-18,819049,1123,In-Bundle,3530.063012123108
3763372,1103471248,115772230003514847,2203514847,2025-02-28,819051,1123,In-Bundle,11848.093593597412
48818,11009582130,110900000016051505,50737424,2025-04-15,819049,1123,In-Bundle,760.3336753845216
2972532,11049646762,130210000099568118,97212030,2024-05-31,819049,1123,In-Bundle,5569.31073474884
324415,1011011012246108,113650000021893962,54620301,2024-04-14,819049,1123,In-Bundle,4177.341049194336
4148698,1105207966,115452230005250734,2205250734,2024-04-12,819049,1123,In-Bundle,3908.5160322189327
926650,11016650183,115240000032992211,62908571,2024-11-03,819049,1123,In-Bundle,6733.941339492798
1843920,11029442754,117960000059557193,75031388,2023-11-02,819049,1123,In-Bundle,5103.644381523132
991374,1011011002242541,109590000033915495,63671168,2025-05-09,819049,1123,In-Bundle,5076.749707221985
3656192,1102848382,110942230002892411,2202892411,2024-09-30,460465743,1123,In-Bundle,12649.950107574463
3338139,1100667943,112472230000670255,2200670255,2023-12-15,819052,1123,In-Bundle,25494.065086364742
864475,11016303080,117240000031921979,62020472,2024-06-12,819049,1123,In-Bundle,1247.2799921035767
4809621,1011011008236692,106472230007855292,2207855292,2023-08-29,819051,1123,In-Bundle,7524.066041946411
574726,11014651955,107970000027398306,58022906,2024-06-25,819049,1123,In-Bundle,14712.698166847227
1311976,11021954549,114160000043875898,68085679,2024-01-10,819049,1123,In-Bundle,5840.426071166992
3577316,1011011007881248,106962230002381135,2202381135,2023-08-14,460467828,1123,In-Bundle,11626.98554611206
383103,1011011001612378,104510000023147300,55573411,2023-10-11,460465744,1123,In-Bundle,10436.904684066772
1823732,11029156775,113220000058986906,74815418,2025-05-08,819049,1123,In-Bundle,12498.438397407532
1142152,1011011018519288,115200000037583665,65632612,2024-05-08,819049,1123,In-Bundle,4024.900954246521
3607231,1011011007537431,106832230002532566,2202532566,2023-07-23,819055,1123,In-Bundle,20961.841297149655
4811701,1107816058,113872230007856617,2207856617,2024-12-15,460465743,1123,In-Bundle,13146.584089279175
3660821,1102873638,113182230002917656,2202917656,2023-06-12,819049,1123,In-Bundle,1983.0385389328
1958278,1011011007295050,109460000063275781,76343239,2024-05-07,819049,1123,In-Bundle,0.0018863677978515
1494076,11023550438,116160000048018255,70797773,2023-12-01,819049,1123,In-Bundle,512.0003871917725
219315,1011011011276009,107140000019546149,53032158,2025-03-06,819051,1123,In-Bundle,17597.95236968994
2141316,11035673438,116300000071151019,78575809,2024-08-20,819049,1123,In-Bundle,5095.751547813416
3207753,1011011014113982,101950000115254198,130988079,2025-05-15,819053,1123,In-Bundle,2119.82305431366
2197455,1011011016269861,103810000072941587,79398545,2024-12-21,819049,1123,In-Bundle,9248.074977874756
1144701,11018600747,101640000037654421,65673317,2023-12-21,819049,1123,In-Bundle,8194.085047721863
3553641,1102164785,111672230002209120,2202209120,2024-10-12,819049,1123,In-Bundle,3156.296228408813
4707070,1011011006436371,105922230007456767,2207456767,2023-12-06,819049,1123,In-Bundle,8770.152104377745
2748649,11045148335,125330000089542475,89614305,2023-11-17,819049,1123,In-Bundle,7542.77313709259
2604315,1011011007666492,103100000085618219,86131293,2024-09-10,819059,1123,In-Bundle,3039.2640895843506
1622321,11024420133,114650000050162291,72260666,2023-12-01,460467830,1123,In-Bundle,8383.572487831116
4242134,1105584586,114152230005626949,2205626949,2023-08-13,819049,1123,In-Bundle,8875.754780769346
3330431,1100610852,111442230000613111,2200613111,2024-01-20,819051,1123,In-Bundle,6019.387733459473
516446,1011011008269543,107530000026580873,57213931,2023-07-20,819049,1123,In-Bundle,7096.843205451964
2503171,11041123694,122730000082519274,83776214,2024-12-31,819049,1123,In-Bundle,1943.1642866134644
2373723,11039256327,119220000078844440,81624464,2023-11-15,460465745,1123,In-Bundle,9661.868043899536
2044536,1104424887,114660000068434100,77346854,2023-09-26,819053,1123,In-Bundle,8320.737433433533
3758213,1103442010,113392230003485957,2203485957,2024-02-12,819049,1123,In-Bundle,7951.170929908752
1979812,11032257148,112920000064691211,76511070,2025-01-13,460465743,1123,In-Bundle,3442.06691455841
2492037,1107006214,112200000082206935,83559344,2023-12-21,819049,1123,In-Bundle,6092.686686515808
2537042,1107221046,113750000083544718,84526054,2024-05-29,819053,1123,In-Bundle,4544.208459854126
3682355,1103019226,116052230003063237,2203063237,2024-11-04,819049,1123,In-Bundle,7209.139938354493
3811803,1011011008288385,109852230003733609,2203733609,2025-01-23,819051,1123,In-Bundle,18780.715530395508
1670344,1011011026403241,120420000053611403,72899037,2023-10-27,819049,1123,In-Bundle,3023.956721305847
4504048,1011011006124287,105782230006631485,2206631485,2023-12-01,819049,1123,In-Bundle,15680.701135635376
32525,11009206720,105860000091213710,50435225,2025-01-13,460465744,1123,In-Bundle,8006.018927574157
2930953,11029761013,111850000097010767,95620188,2024-04-14,819049,1123,In-Bundle,13283.541570663452
769775,11015794440,107680000030412992,60816795,2025-01-19,819049,1123,In-Bundle,6794.853492736816
963947,11016782455,118480000033374187,63238223,2024-02-26,819049,1123,In-Bundle,2560.453929901123
3364302,1100820473,116522230000823249,2200823249,2024-04-14,819049,1123,In-Bundle,8264.232259750366
4605192,1107035411,114902230007077246,2207077246,2024-05-21,819049,1123,In-Bundle,447.22927188873285
77530,11009950628,108790000016735830,51176181,2024-04-06,819053,1123,In-Bundle,8635.176328659058
1681478,11026789124,112330000054246505,73051615,2024-01-15,819051,1123,In-Bundle,9473.64849948883
1217276,1011011020464112,118020000041062106,66821935,2024-11-13,819049,1123,In-Bundle,5490.315561294556
1688187,11026928148,122610000054491704,73119805,2023-07-15,819049,1123,In-Bundle,6480.422179222106
413426,1017911009775218,107300000023647183,55911433,2025-05-22,460465743,1123,In-Bundle,4564.076639175415
2360713,1011011039151934,114890000078579984,81457346,2025-03-31,819053,1123,In-Bundle,6170.084792137146
1758478,1011011027732715,104110000056738388,73976183,2024-02-06,819049,1123,In-Bundle,4777.984908103943
3570750,1102303294,113732230002347576,2202347576,2023-12-05,819049,1123,In-Bundle,8619.177920341492
2470442,1011011035304406,112050000081634754,83146597,2023-10-13,460465744,1123,In-Bundle,10205.340814590454
4437448,1106338771,113502230006381092,2206381092,2024-07-31,819049,1123,In-Bundle,11716.258160591124
272844,11009543714,104810000020763714,53868088,2023-09-14,819059,1123,In-Bundle,4234.576277732849
1986521,1011011004540137,108480000065201730,76577914,2024-02-23,819049,1123,In-Bundle,8222.98847961426
382573,11012790343,114090000023140849,55570267,2023-11-26,819049,1123,In-Bundle,4476.431166648865
3843798,1103832727,113192230003876085,2203876085,2024-07-23,460465743,1123,In-Bundle,10951.398056030272
2723771,1011011027479881,121290000089042246,89138466,2023-10-19,460465743,1123,In-Bundle,10055.120818138123
830074,11016084390,118210000031358387,61564211,2024-05-02,819049,1123,In-Bundle,4652.195406913756
2349579,11039111405,101330000078437530,81352839,2024-09-16,819057,1123,In-Bundle,2040.8677349090576
4710496,1107423186,112882230007464061,2207464061,2023-10-21,819056,1123,In-Bundle,17327.158319473267
2244479,1011011017378148,105170000074846536,79949285,2023-06-24,819049,1123,In-Bundle,4468.2665033340445
3564245,1102244060,112722230002288355,2202288355,2024-05-29,819049,1123,In-Bundle,690.2389106750488
4256490,1105625322,114012230005667683,2205667683,2024-01-19,819049,1123,In-Bundle,10327.941683769226
3583964,1102378362,116212230002422577,2202422577,2024-03-03,819049,1123,In-Bundle,5697.64600944519
3091458,11023210510,122140000105703238,122508308,2025-01-15,819051,1123,In-Bundle,7301.764041900634
4605396,1107035411,114902230007077246,2207077246,2024-12-24,819049,1123,In-Bundle,1173.5147867202759
4211485,1105479826,114052230005522186,2205522186,2024-12-12,460465743,1123,In-Bundle,6436.383663177489
1417219,11022937572,110170000046479545,69763412,2023-07-24,460467828,1123,In-Bundle,4624.702152252196
4346031,1106011672,112622230006054000,2206054000,2025-02-25,819049,1123,In-Bundle,4519.813141822815
3918249,1104218918,116172230004262067,2204262067,2023-06-01,819049,1123,In-Bundle,4241.544632911681
555619,11014552095,103730000027070071,57732348,2024-03-06,819053,1123,In-Bundle,2508.626196861267
3369604,1100845191,115202230000848041,2200848041,2024-12-14,819049,1123,In-Bundle,2638.9243688583374
3090989,11055519284,134010000105734196,122493871,2024-11-06,819049,1123,In-Bundle,3752.997131347656
2069557,1017911028044587,117880000069228104,77656743,2024-10-28,819051,1123,In-Bundle,17750.046135902405
4455760,1106408080,111122230006450399,2206450399,2024-11-03,819049,1123,In-Bundle,5733.222352027893
1754053,1011011027887601,120980000082671463,73920275,2023-11-14,819053,1123,In-Bundle,5174.5701150894165
60095,11009767064,105080000016386270,50944497,2025-05-06,460465743,1123,In-Bundle,5419.032804489136
907074,11016530860,116720000032679883,62660052,2024-12-19,819049,1123,In-Bundle,8969.865527153015
1554314,1011011023885245,114540000048996484,71469934,2023-08-31,819049,1123,In-Bundle,3531.688817024231
732621,11015596478,102870000029816845,60346377,2024-07-14,819049,1123,In-Bundle,3577.416204452514
3422725,1101270112,112022230001315086,2201315086,2023-11-15,819051,1123,In-Bundle,7132.874328613281
490426,1011011006931315,109240000092356009,56843079,2025-01-18,460465743,1123,In-Bundle,2487.471459388733
3898061,1011011008664267,103092230004165492,2204165492,2023-07-16,819051,1123,In-Bundle,10975.660296440125
3549155,10110111001037196,107022230002191057,2202191057,2024-05-27,819049,1123,In-Bundle,5872.797950744629
2195518,11036448275,124500000072844162,79350469,2024-07-31,819059,1123,In-Bundle,2371.1817026138306
2021065,11034010534,121690000067580299,77051548,2025-05-01,819053,1123,In-Bundle,8244.471482276915
1348539,11022297706,113890000044810650,68677801,2023-06-24,819049,1123,In-Bundle,8347.821005821228
3515284,1101881609,112632230001926096,2201926096,2024-06-07,819051,1123,In-Bundle,16990.39680480957
4756174,1107596354,111462230007637089,2207637089,2024-08-20,819049,1123,In-Bundle,5642.17119884491
4438121,1106341878,111502230006384198,2206384198,2024-07-31,819049,1123,In-Bundle,21168.076551437374
174922,11010888733,109390000018715835,52441746,2024-09-14,819049,1123,In-Bundle,8588.000537872314
4010339,1104647099,114282230004690155,2204690155,2024-05-08,819049,1123,In-Bundle,2830.8491945266724
3627562,1102622531,113602230002666621,2202666621,2023-06-04,819049,1123,In-Bundle,4279.309779167175
2955036,11042025663,105390000119114320,96403676,2025-05-25,460465798,1123,In-Bundle,9449.22054386139
2282510,11038067587,117430000076335646,80416139,2023-06-16,819053,1123,In-Bundle,9211.002799987793
1770285,1017911020423530,105360000057002476,74095661,2023-11-19,819049,1123,In-Bundle,1775.3792638778687
2054467,11012913839,111040000068751680,77484416,2024-05-14,819049,1123,In-Bundle,12281.500761985779
1815290,1107971651,114800000058618069,74689353,2023-12-22,819051,1123,In-Bundle,13474.32810306549
2318930,11038685629,114200000077509087,80825265,2023-10-01,819049,1123,In-Bundle,1155.3181858062744
1646404,11025173436,122460000051439026,72542340,2024-06-17,819049,1123,In-Bundle,7058.580764770508
1801138,1011011028649554,122100000058113282,74524800,2023-08-24,819053,1123,In-Bundle,3711.2003145217896
4077612,1104909871,111032230004952880,2204952880,2025-05-03,819049,1123,In-Bundle,7547.089330673218
1238341,11020947462,114660000041784172,67088712,2024-05-16,819053,1123,In-Bundle,8389.148355484009
98595,11010128351,105620000017112570,51421470,2024-06-30,819051,1123,In-Bundle,5694.734238624573
1767267,1011011013445751,110650000056938828,74074377,2024-01-14,819049,1123,In-Bundle,7808.664060592651
3694835,1103099424,112522230003143418,2203143418,2023-06-01,819051,1123,In-Bundle,12040.658684730528
2375069,1011011039271180,116760000078851632,81629527,2024-12-24,460467831,1123,In-Bundle,8977.86561012268
188605,11011012776,108410000049101393,52645495,2024-01-28,819049,1123,In-Bundle,0.0101022720336914
3525949,1011011007087358,108862230001998972,2201998972,2025-02-09,819051,1123,In-Bundle,31038.59713459015
4825996,1107872479,113132230007912951,2207912951,2025-03-26,819049,1123,In-Bundle,2890.1564531326294
2439793,11040097288,115170000080643887,82632746,2024-06-08,819055,1123,In-Bundle,10358.522035598755
4527662,1106722427,111192230006764738,2206764738,2023-10-14,819049,1123,In-Bundle,5669.620209693909
2614246,11042992980,124760000085915234,86373285,2024-06-06,819051,1123,In-Bundle,8382.201820373535
4308204,1011011005114047,100592230005897205,2205897205,2025-03-13,819049,1123,In-Bundle,1378.5680389404297
2988438,11052194305,135240000119018726,97849720,2024-11-09,819049,1123,In-Bundle,963.8113021850586
1494219,11023550438,116160000048018255,70797773,2024-05-28,819049,1123,In-Bundle,314.45244216918945
1164929,1017911005674268,102740000038621910,66050827,2025-03-21,460465743,1123,In-Bundle,6419.05255317688
1837455,11029341428,104920000059322906,74930261,2024-07-27,819049,1123,In-Bundle,6110.907786369324
1015762,1106099675,112210000034209636,63908246,2024-08-07,819051,1123,In-Bundle,11164.707126617432
